name,signpost_id,start_s,end_s,duration_ms,begin_message,outcome
FeedRenderCells,0x13b,35.033491625,35.033509333,0.017707999994343027,,completed
FeedDrag,0x13c,35.915007916,36.181475791,266.46787499999647,item=game_0014,drag ended
WebPoolReconcile,0x13d,35.915761125,35.915815041,0.05391599999882146,current=game_0014 eligible=none,completed
FeedRenderCells,0x13e,35.915784041,35.915813125,0.029083999997681076,,completed
FeedDeceleration,0x13f,36.181479458,36.523278291,341.7988329999986,,settled
FeedSettle,0x140,36.523281791,36.523467958,0.18616699999540742,,completed
FeedAssignWindow,0x141,36.523292708,36.523360083,0.06737500000042473,item=game_0015,completed
FeedRenderCells,0x142,36.523317708,36.523354708,0.036999999998954536,,completed
FeedWebViewDetach,0x143,36.523634958,36.523964041,0.32908299999689916,item=game_0014,completed
WebPoolReconcile,0x144,36.524079625,36.524368375,0.28875000000283535,current=game_0015 eligible=game_0015,completed
WebSlotReset,0x145,36.524088291,36.524331958,0.24366699999944785,item=game_0013,completed
FeedRenderCells,0x146,36.524352958,36.524366916,0.013957999996705439,,completed
WebPoolReconcile,0x147,36.666290625,36.667125541,0.8349159999951894,current=game_0015 eligible=game_0015,completed
WebLoadToReady,0x148,36.6663605,41.725041,5058.680499999994,item=game_0015 role=current slot=1,reset or cancelled
FeedRenderCells,0x149,36.666496083,36.667123416,0.627333000004171,,completed
FeedWebViewAttach,0x14a,36.666502958,36.666968041,0.4650829999945927,item=game_0015,completed
FeedRenderCells,0x14b,36.676656041,36.676694125,0.03808399999627454,,completed
FeedDrag,0x14c,37.448495125,38.081791875,633.2967499999995,item=game_0015,drag ended
WebPoolReconcile,0x14d,37.449197416,37.449263125,0.06570900000468782,current=game_0015 eligible=none,completed
FeedRenderCells,0x14e,37.449221083,37.449261291,0.040208000001484834,,completed
WebPoolReconcile,0x14f,37.746181833,37.747251666,1.0698329999954126,current=game_0015 eligible=none,completed
WebLoadToReady,0x150,37.746249708,43.458719458,5712.469749999997,item=game_0016 role=adjacent slot=0,reset or cancelled
FeedRenderCells,0x151,37.746377916,37.747249875,0.8719590000012545,,completed
FeedWebViewAttach,0x152,37.746385,37.747084583,0.6995830000064984,item=game_0016,completed
FeedRenderCells,0x153,37.752458625,37.752493125,0.034499999998161,,completed
FeedDeceleration,0x154,38.081795708,38.423548208,341.75249999999835,,settled
FeedSettle,0x155,38.423551916,38.423745375,0.1934590000018943,,completed
FeedAssignWindow,0x156,38.423562625,38.423647791,0.0851659999980825,item=game_0016,completed
FeedRenderCells,0x157,38.423587333,38.423627958,0.04062499999690772,,completed
FeedWebViewDetach,0x158,38.42391425,38.42424975,0.3354999999984898,item=game_0015,completed
WebPoolReconcile,0x159,38.42437075,38.424666333,0.2955829999962134,current=game_0016 eligible=game_0016,completed
WebSlotReset,0x15a,38.424391583,38.424629333,0.23774999999659485,item=game_0014,completed
FeedRenderCells,0x15b,38.424648166,38.424664958,0.016792000003817975,,completed
FeedFilter,0x15c,38.424684625,38.424699916,0.015291000003969657,count=20,completed
FeedFilter,0x15d,38.42473925,38.424750958,0.011707999995280716,count=20,completed
FeedFilter,0x15e,38.424763041,38.424773375,0.010334000002387711,count=20,completed
FeedPageLoad,0x15f,38.424785166,38.845416208,420.6310420000037,page=2 generation=3 attempt=0,completed
FeedFilter,0x160,38.845352208,38.845368875,0.016666999997028142,count=30,completed
FeedFilter,0x161,38.845419916,38.84543375,0.013834000000656488,count=30,completed
FeedSnapshot,0x162,38.845845583,38.849544333,3.6987499999980855,old=16 new=25 revision=3,completed
WebPoolReconcile,0x163,38.849312208,38.849413625,0.10141699999621778,current=game_0016 eligible=none,completed
FeedRenderCells,0x164,38.84938775,38.84941175,0.02400000000335467,,completed
FeedAssignWindow,0x165,38.849434333,38.849474708,0.040375000004644335,item=game_0016,completed
FeedRenderCells,0x166,38.84945125,38.849460958,0.00970800000033023,,completed
WebPoolReconcile,0x167,38.849632666,38.849657875,0.025209000000359083,current=game_0016 eligible=game_0016,completed
FeedRenderCells,0x168,38.849647125,38.849656583,0.00945800000096142,,completed
WebPoolReconcile,0x169,38.881185041,38.88150125,0.31620899999751373,current=game_0016 eligible=game_0016,completed
WebLoadToReady,0x16a,38.881281708,45.192184583,6310.902874999996,item=game_0017 role=adjacent slot=2,reset or cancelled
FeedRenderCells,0x16b,38.881475208,38.881499583,0.024375000002407887,,completed
FeedRenderCells,0x16c,38.900762916,38.9007955,0.03258400000305528,,completed
FeedDrag,0x16d,40.732159708,41.382215875,650.0561670000025,item=game_0016,drag ended
FeedWebViewAttach,0x16e,40.732412541,40.732839583,0.42704199999832326,item=game_0017,completed
WebPoolReconcile,0x16f,40.733295041,40.733317958,0.02291700000256469,current=game_0016 eligible=none,completed
FeedRenderCells,0x170,40.733307416,40.733317208,0.009792000000174994,,completed
FeedDeceleration,0x171,41.382217833,41.724066041,341.8482080000018,,settled
FeedSettle,0x172,41.724069791,41.724302541,0.2327500000021132,,completed
FeedAssignWindow,0x173,41.724080875,41.724173875,0.09299999999967667,item=game_0017,completed
FeedRenderCells,0x174,41.724108791,41.72416775,0.05895900000041365,,completed
FeedWebViewDetach,0x175,41.724465666,41.724805041,0.3393750000029172,item=game_0016,completed
WebPoolReconcile,0x176,41.724919833,41.725221208,0.301374999999382,current=game_0017 eligible=game_0017,completed
WebSlotReset,0x177,41.724930125,41.725182,0.2518749999964598,item=game_0015,completed
FeedRenderCells,0x178,41.725201041,41.72521975,0.01870900000255915,,completed
WebPoolReconcile,0x179,41.953825083,41.954120458,0.2953750000003197,current=game_0017 eligible=game_0017,completed
WebLoadToReady,0x17a,41.953915625,46.942543458,4988.627833000002,item=game_0019 role=adjacent slot=1,reset or cancelled
FeedRenderCells,0x17b,41.954092291,41.954118791,0.026499999997042778,,completed
FeedRenderCells,0x17c,41.962795041,41.962819125,0.024084000003199435,,completed
FeedDrag,0x17d,42.83326625,43.124362541,291.09629100000234,item=game_0017,drag ended
WebPoolReconcile,0x17e,42.833695916,42.833749125,0.053208999993614725,current=game_0017 eligible=none,completed
