time_s,event_type,name,signpost_id,message,process,thread
16.296143458,End,FeedWebViewAttach,0x74,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.296316166,End,FeedRenderCells,0x73,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.296317916,End,WebPoolReconcile,0x71,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.297039625,End,FeedDrag,0x6e,drag ended,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.29704175,Begin,FeedDeceleration,0x75,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.316959625,Begin,FeedRenderCells,0x76,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.316998375,End,FeedRenderCells,0x76,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.483590458,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0001,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.619848875,Begin,FeedWebViewDetach,0x77,item=game_0003,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.623160958,End,FeedWebViewDetach,0x77,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636388333,End,FeedDeceleration,0x75,settled,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636395416,Begin,FeedSettle,0x78,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636403125,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=1 item=game_0001,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636405083,Begin,FeedAssignWindow,0x79,item=game_0001,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636423708,Begin,FeedRenderCells,0x7a,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636454333,End,FeedRenderCells,0x7a,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636457125,End,FeedAssignWindow,0x79,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636468583,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0001,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636543083,End,FeedSettle,0x78,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636667291,Begin,WebPoolReconcile,0x7b,current=game_0001 eligible=game_0001,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636675291,Begin,WebSlotReset,0x7c,item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.63676325,End,WebLoadToReady,0x34,reset or cancelled,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636889,End,WebSlotReset,0x7c,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636913666,Begin,FeedRenderCells,0x7d,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636931958,End,FeedRenderCells,0x7d,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.636933333,End,WebPoolReconcile,0x7b,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.67010825,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.673932208,Begin,WebPoolReconcile,0x7e,current=game_0001 eligible=game_0001,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.6740175,Begin,WebLoadToReady,0x7f,item=game_0000 role=adjacent slot=0,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.6742065,Begin,FeedRenderCells,0x80,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.674235291,End,FeedRenderCells,0x80,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.674237083,End,WebPoolReconcile,0x7e,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.690156958,Begin,FeedRenderCells,0x81,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.690186416,End,FeedRenderCells,0x81,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.821944666,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0000,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.878294291,Begin,FeedDrag,0x82,item=game_0001,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.878309166,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.878590166,Begin,WebPoolReconcile,0x83,current=game_0001 eligible=none,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.878611,Begin,FeedRenderCells,0x84,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.878634708,End,FeedRenderCells,0x84,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.87863625,End,WebPoolReconcile,0x83,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.895083,Begin,FeedWebViewAttach,0x85,item=game_0000,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.896559666,End,FeedWebViewAttach,0x85,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.93649175,End,FeedDrag,0x82,drag ended,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
16.936495125,Begin,FeedDeceleration,0x86,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.253372541,Begin,FeedWebViewDetach,0x87,item=game_0001,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.253657458,End,FeedWebViewDetach,0x87,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.269806958,End,FeedDeceleration,0x86,settled,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.269810125,Begin,FeedSettle,0x88,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.269818583,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=0 item=game_0000,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.269820375,Begin,FeedAssignWindow,0x89,item=game_0000,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.269839125,Begin,FeedRenderCells,0x8a,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.269867291,End,FeedRenderCells,0x8a,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.269869583,End,FeedAssignWindow,0x89,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.269881291,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0000,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.269957541,End,FeedSettle,0x88,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.270086375,Begin,WebPoolReconcile,0x8b,current=game_0000 eligible=game_0000,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.270096583,Begin,WebSlotReset,0x8c,item=game_0003,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.270196833,End,WebLoadToReady,0x5f,reset or cancelled,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.270320208,End,WebSlotReset,0x8c,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.270332458,Begin,FeedRenderCells,0x8d,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.270346916,End,FeedRenderCells,0x8d,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.270348208,End,WebPoolReconcile,0x8b,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.528378208,Begin,FeedDrag,0x8e,item=game_0000,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.528391416,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.528652416,Begin,WebPoolReconcile,0x8f,current=game_0000 eligible=none,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.528670666,Begin,FeedRenderCells,0x90,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.52869475,End,FeedRenderCells,0x90,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.528712166,End,WebPoolReconcile,0x8f,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.546352875,Begin,FeedWebViewAttach,0x91,item=game_0001,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.547008375,End,FeedWebViewAttach,0x91,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.578249708,End,FeedDrag,0x8e,drag ended,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.578252583,Begin,FeedDeceleration,0x92,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.903563125,End,FeedDeceleration,0x92,new drag,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.903567333,Begin,FeedDrag,0x93,item=game_0000,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.911797208,Begin,FeedWebViewDetach,0x94,item=game_0000,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.912405083,End,FeedWebViewDetach,0x94,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.941720166,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.950120708,Begin,WebPoolReconcile,0x95,current=game_0000 eligible=none,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.95014075,Begin,FeedRenderCells,0x96,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.950169333,End,FeedRenderCells,0x96,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.950170875,End,WebPoolReconcile,0x95,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.953325958,End,FeedDrag,0x93,drag ended,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
17.953328541,Begin,FeedDeceleration,0x97,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.28800825,Begin,FeedWebViewDetach,0x98,item=game_0001,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.288302208,End,FeedWebViewDetach,0x98,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.328448833,End,FeedDeceleration,0x97,new drag,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.328452541,Begin,FeedDrag,0x99,item=game_0000,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.370056083,End,FeedDrag,0x99,drag ended,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.370058791,Begin,FeedDeceleration,0x9a,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703374875,End,FeedDeceleration,0x9a,settled,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703378375,Begin,FeedSettle,0x9b,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703385958,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=3 item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703387791,Begin,FeedAssignWindow,0x9c,item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703407291,Begin,FeedRenderCells,0x9d,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703432458,End,FeedRenderCells,0x9d,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703435416,End,FeedAssignWindow,0x9c,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703446,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703519291,End,FeedSettle,0x9b,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.70363175,Begin,WebPoolReconcile,0x9e,current=game_0005 eligible=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703638333,Begin,WebSlotReset,0x9f,item=game_0000,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703707625,End,WebLoadToReady,0x7f,reset or cancelled,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703835791,End,WebSlotReset,0x9f,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703840083,Begin,WebSlotReset,0xa0,item=game_0001,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703908958,End,WebLoadToReady,0x72,reset or cancelled,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.70396125,End,WebSlotReset,0xa0,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.703997791,Begin,WebLoadToReady,0xa1,item=game_0005 role=current slot=2,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.704180291,Begin,FeedRenderCells,0xa2,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.704186083,Begin,FeedWebViewAttach,0xa3,item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.955650958,End,FeedWebViewAttach,0xa3,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.955758458,End,FeedRenderCells,0xa2,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.955759666,End,WebPoolReconcile,0x9e,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.957186708,Begin,FeedDrag,0xa4,item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.957193458,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.957369,End,FeedDrag,0xa4,drag ended,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.957370375,Begin,FeedSettle,0xa5,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.957373125,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=3 item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.957373875,Begin,FeedAssignWindow,0xa6,item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.957379166,Begin,FeedRenderCells,0xa7,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.9573915,End,FeedRenderCells,0xa7,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.957395041,End,FeedAssignWindow,0xa6,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.957398,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.957415416,End,FeedSettle,0xa5,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.95829875,Begin,WebPoolReconcile,0xa8,current=game_0005 eligible=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.958310416,Begin,FeedRenderCells,0xa9,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.958316958,End,FeedRenderCells,0xa9,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.958317666,End,WebPoolReconcile,0xa8,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.959447958,Begin,FeedRenderCells,0xaa,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.959470833,End,FeedRenderCells,0xaa,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.967298,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.971345,Begin,WebPoolReconcile,0xab,current=game_0005 eligible=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.971432333,Begin,WebLoadToReady,0xac,item=game_0003 role=adjacent slot=1,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.971605416,Begin,FeedRenderCells,0xad,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.971628291,End,FeedRenderCells,0xad,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.971629833,End,WebPoolReconcile,0xab,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.975004458,Begin,FeedRenderCells,0xae,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
18.975025416,End,FeedRenderCells,0xae,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
19.06775625,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
19.200355375,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
19.202981083,Begin,WebPoolReconcile,0xaf,current=game_0005 eligible=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
19.203046916,Begin,WebLoadToReady,0xb0,item=game_0006 role=adjacent slot=0,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
19.203156458,Begin,FeedRenderCells,0xb1,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
19.2031735,End,FeedRenderCells,0xb1,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
19.203174625,End,WebPoolReconcile,0xaf,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
19.207575875,Begin,FeedRenderCells,0xb2,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
19.207598916,End,FeedRenderCells,0xb2,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
19.227806583,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0003,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
19.396346666,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0006,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
20.978849708,Begin,FeedDrag,0xb3,item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
20.97885675,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
20.979006625,Begin,WebPoolReconcile,0xb4,current=game_0005 eligible=none,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
20.979017541,Begin,FeedRenderCells,0xb5,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
20.979030291,End,FeedRenderCells,0xb5,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
20.979031083,End,WebPoolReconcile,0xb4,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
20.995487541,Begin,FeedWebViewAttach,0xb6,item=game_0006,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
20.995909041,End,FeedWebViewAttach,0xb6,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.228973708,End,FeedDrag,0xb3,drag ended,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.228977291,Begin,FeedDeceleration,0xb7,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.570591666,Begin,FeedWebViewDetach,0xb8,item=game_0005,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.571213,End,FeedWebViewDetach,0xb8,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.58721075,End,FeedDeceleration,0xb7,settled,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587213708,Begin,FeedSettle,0xb9,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587223875,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=4 item=game_0006,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587225791,Begin,FeedAssignWindow,0xba,item=game_0006,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587246541,Begin,FeedRenderCells,0xbb,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587273083,End,FeedRenderCells,0xbb,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587276458,End,FeedAssignWindow,0xba,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587288291,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0006,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587362833,End,FeedSettle,0xb9,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587483875,Begin,WebPoolReconcile,0xbc,current=game_0006 eligible=game_0006,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587493708,Begin,WebSlotReset,0xbd,item=game_0003,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587599375,End,WebLoadToReady,0xac,reset or cancelled,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587737041,End,WebSlotReset,0xbd,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587754958,Begin,FeedRenderCells,0xbe,,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587770625,End,FeedRenderCells,0xbe,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
21.587771916,End,WebPoolReconcile,0xbc,completed,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
22.045759625,Begin,FeedDrag,0xbf,item=game_0006,Sekai (9071),"Main Thread (0xde42e) (Sekai, pid: 9071)"
