name,signpost_id,start_s,end_s,duration_ms,begin_message,outcome
FeedFilter,0x72,20.289423875,20.289430708,0.00683300000048348,count=10,completed
FeedFilter,0x73,20.28944025,20.2894465,0.006250000001983835,count=10,completed
FeedPageLoad,0x74,20.289456291,20.727984125,438.5278339999985,page=1 generation=2 attempt=0,completed
FeedDrag,0x75,20.697098875,20.738730833,41.63195800000352,item=game_0007,drag ended
WebPoolReconcile,0x76,20.697394958,20.697476166,0.08120800000099848,current=game_0007 eligible=none,completed
FeedRenderCells,0x77,20.69744925,20.697474416,0.02516600000035396,,completed
FeedFilter,0x78,20.727929875,20.727942041,0.012165999997648669,count=20,completed
FeedFilter,0x79,20.727988291,20.728001833,0.013542000001365295,count=20,completed
FeedSnapshot,0x7a,20.728379333,20.731992916,3.6135829999999203,old=8 new=16 revision=2,completed
WebPoolReconcile,0x7b,20.73181825,20.7318835,0.06524999999868442,current=game_0007 eligible=none,completed
FeedRenderCells,0x7c,20.7318695,20.731882583,0.013083000002467315,,completed
FeedSettle,0x7d,20.738734458,20.738936916,0.20245800000040504,,completed
FeedAssignWindow,0x7e,20.738757875,20.738839666,0.08179099999949813,item=game_0007,completed
FeedRenderCells,0x7f,20.738814666,20.738836083,0.0214169999992464,,completed
WebPoolReconcile,0x80,20.739149416,20.73921225,0.06283400000128836,current=game_0007 eligible=game_0007,completed
FeedRenderCells,0x81,20.739196833,20.73921075,0.013917000000418511,,completed
WebPoolReconcile,0x82,20.856248625,20.856800708,0.5520830000023125,current=game_0007 eligible=game_0007,completed
WebLoadToReady,0x83,20.85634125,26.106684791,5250.343540999999,item=game_0007 role=current slot=1,reset or cancelled
FeedRenderCells,0x84,20.856613416,20.856798791,0.18537500000093132,,completed
FeedRenderCells,0x85,20.880718041,20.880750958,0.0329169999986334,,completed
FeedDrag,0x86,21.664051166,21.705534541,41.483374999998546,item=game_0007,drag ended
WebPoolReconcile,0x87,21.66437675,21.664477041,0.10029100000252811,current=game_0007 eligible=none,completed
FeedRenderCells,0x88,21.664446166,21.664475291,0.029124999997520717,,completed
FeedDeceleration,0x89,21.705537958,22.055493708,349.95574999999945,,settled
FeedSettle,0x8a,22.055497208,22.055704916,0.20770800000136092,,completed
FeedAssignWindow,0x8b,22.055508541,22.055608041,0.09950000000102932,item=game_0008,completed
FeedRenderCells,0x8c,22.055575,22.055604166,0.02916599999736036,,completed
WebPoolReconcile,0x8d,22.055908666,22.055981583,0.0729170000006718,current=game_0008 eligible=game_0008,completed
FeedRenderCells,0x8e,22.055963125,22.055979958,0.016833000000104903,,completed
WebPoolReconcile,0x8f,22.559489291,22.559964,0.47470900000234906,current=game_0008 eligible=game_0008,completed
WebLoadToReady,0x90,22.559580208,24.156206375,1596.6261670000001,item=game_0008 role=current slot=2,reset or cancelled
FeedRenderCells,0x91,22.559795375,22.559962166,0.16679099999805658,,completed
FeedRenderCells,0x92,22.574298416,22.57431875,0.02033399999845642,,completed
WebPoolReconcile,0x93,22.902645125,22.903000416,0.3552910000017562,current=game_0008 eligible=game_0008,completed
WebLoadToReady,0x94,22.902736125,23.422778083,520.0419580000002,item=game_0009 role=adjacent slot=0,reset or cancelled
FeedRenderCells,0x95,22.902963375,22.902990083,0.02670800000004192,,completed
FeedRenderCells,0x96,22.919708125,22.919734625,0.02650000000059549,,completed
FeedDrag,0x97,22.997520458,23.089149583,91.62912500000076,item=game_0008,drag ended
WebPoolReconcile,0x98,22.997778833,22.9978625,0.08366699999839966,current=game_0008 eligible=none,completed
FeedRenderCells,0x99,22.997835791,22.997860875,0.025084000000674678,,completed
FeedDeceleration,0x9a,23.089159916,23.422350125,333.1902090000014,,settled
FeedSettle,0x9b,23.422353333,23.422547166,0.19383300000086479,,completed
FeedAssignWindow,0x9c,23.42236425,23.422454666,0.09041599999903838,item=game_0007,completed
FeedRenderCells,0x9d,23.422425291,23.422451125,0.02583399999878111,,completed
WebPoolReconcile,0x9e,23.4226805,23.422934708,0.25420800000119925,current=game_0007 eligible=game_0007,completed
WebSlotReset,0x9f,23.422688291,23.422847583,0.15929199999931143,item=game_0009,completed
FeedRenderCells,0xa0,23.422917791,23.422933166,0.015375000000261707,,completed
FeedDrag,0xa1,23.747627333,23.822546791,74.9194580000001,item=game_0007,drag ended
WebPoolReconcile,0xa2,23.747911916,23.748007291,0.0953750000007858,current=game_0007 eligible=none,completed
FeedRenderCells,0xa3,23.747975625,23.748005541,0.02991600000257222,,completed
FeedDeceleration,0xa4,23.822550083,24.155796291,333.24620800000207,,settled
WebPoolReconcile,0xa5,24.011929458,24.012425291,0.4958329999986688,current=game_0007 eligible=none,completed
WebLoadToReady,0xa6,24.0120235,25.423325666,1411.3021659999986,item=game_0006 role=adjacent slot=0,reset or cancelled
FeedRenderCells,0xa7,24.012244625,24.012423416,0.1787909999997339,,completed
FeedRenderCells,0xa8,24.026757958,24.026797791,0.039832999998878904,,completed
FeedSettle,0xa9,24.155799375,24.155983125,0.18374999999792863,,completed
FeedAssignWindow,0xaa,24.155809541,24.155896833,0.08729199999990556,item=game_0006,completed
FeedRenderCells,0xab,24.155869708,24.155893583,0.023875000000117552,,completed
WebPoolReconcile,0xac,24.156099041,24.156361916,0.2628750000006619,current=game_0006 eligible=game_0006,completed
WebSlotReset,0xad,24.156108625,24.156277541,0.1689159999997969,item=game_0008,completed
FeedRenderCells,0xae,24.156342291,24.156360416,0.018124999996871338,,completed
FeedDrag,0xaf,24.547810333,24.59794325,50.13291699999911,item=game_0006,drag ended
WebPoolReconcile,0xb0,24.548115375,24.548214458,0.09908300000205372,current=game_0006 eligible=none,completed
FeedRenderCells,0xb1,24.548185875,24.548212666,0.026790999999803944,,completed
FeedDeceleration,0xb2,24.5979465,24.906008375,308.06187499999993,,settled
FeedSettle,0xb3,24.906012291,24.906215916,0.20362500000103978,,completed
FeedAssignWindow,0xb4,24.90602325,24.906120583,0.09733299999936662,item=game_0007,completed
FeedRenderCells,0xb5,24.906082166,24.906116791,0.03462499999784541,,completed
WebPoolReconcile,0xb6,24.9064395,24.906515375,0.07587500000028058,current=game_0007 eligible=game_0007,completed
FeedRenderCells,0xb7,24.90649475,24.906513416,0.018665999999001315,,completed
FeedDrag,0xb8,25.047819958,25.122752916,74.932957999998,item=game_0007,drag ended
WebPoolReconcile,0xb9,25.0481215,25.048211416,0.08991600000030076,current=game_0007 eligible=none,completed
FeedRenderCells,0xba,25.048184458,25.048209708,0.025250000000198725,,completed
FeedDeceleration,0xbb,25.122755958,25.4227985,300.0425419999999,,settled
FeedSettle,0xbc,25.422802375,25.423012125,0.2097499999997865,,completed
FeedAssignWindow,0xbd,25.422813625,25.42291375,0.10012499999945135,item=game_0008,completed
FeedRenderCells,0xbe,25.422872666,25.422909708,0.03704199999887692,,completed
WebPoolReconcile,0xbf,25.423218833,25.423503291,0.28445799999943233,current=game_0008 eligible=game_0008,completed
WebSlotReset,0xc0,25.42322725,25.423415833,0.1885829999999089,item=game_0006,completed
FeedRenderCells,0xc1,25.423485,25.42350175,0.01675000000034288,,completed
FeedDrag,0xc2,25.714583208,25.781198958,66.61575000000042,item=game_0008,drag ended
WebPoolReconcile,0xc3,25.714862291,25.714959666,0.097374999999289,current=game_0008 eligible=none,completed
FeedRenderCells,0xc4,25.714930791,25.714957875,0.027083999999177877,,completed
FeedDeceleration,0xc5,25.781202125,26.106197166,324.9950410000011,,settled
WebPoolReconcile,0xc6,25.989990541,25.990520916,0.5303750000003049,current=game_0008 eligible=none,completed
WebLoadToReady,0xc7,25.990082875,27.37376525,1383.6823750000028,item=game_0008 role=current slot=0,reset or cancelled
FeedRenderCells,0xc8,25.990389166,25.990519583,0.13041700000115952,,completed
FeedRenderCells,0xc9,26.006472791,26.006491791,0.01899999999821489,,completed
FeedSettle,0xca,26.1062005,26.106388541,0.1880410000012489,,completed
FeedAssignWindow,0xcb,26.106210958,26.106299916,0.0889580000027479,item=game_0009,completed
FeedRenderCells,0xcc,26.106270333,26.106296083,0.025749999998936346,,completed
WebPoolReconcile,0xcd,26.106573291,26.106887708,0.31441699999845696,current=game_0009 eligible=game_0009,completed
WebSlotReset,0xce,26.10658425,26.106777666,0.19341599999833647,item=game_0007,completed
FeedRenderCells,0xcf,26.106864875,26.106886083,0.02120799999971723,,completed
WebPoolReconcile,0xd0,26.635302583,26.635778791,0.4762079999984792,current=game_0009 eligible=game_0009,completed
WebLoadToReady,0xd1,26.635395291,28.657335375,2021.9400840000005,item=game_0009 role=current slot=1,reset or cancelled
FeedRenderCells,0xd2,26.635609083,26.635776958,0.167875000002482,,completed
FeedRenderCells,0xd3,26.646531708,26.646562875,0.031166999999499012,,completed
FeedDrag,0xd4,26.931517375,27.048067,116.5496250000011,item=game_0009,drag ended
WebPoolReconcile,0xd5,26.931808416,26.931908958,0.10054200000197966,current=game_0009 eligible=none,completed
FeedRenderCells,0xd6,26.931881166,26.93190725,0.02608399999814992,,completed
FeedDeceleration,0xd7,27.048070333,27.37316475,325.0944170000025,,settled
FeedSettle,0xd8,27.373168625,27.37339175,0.2231249999979923,,completed
FeedAssignWindow,0xd9,27.373179583,27.373286666,0.10708299999961923,item=game_0010,completed
FeedRenderCells,0xda,27.37324275,27.37328175,0.03900000000101045,,completed
WebPoolReconcile,0xdb,27.373646125,27.373977041,0.3309159999993483,current=game_0010 eligible=game_0010,completed
WebSlotReset,0xdc,27.373655708,27.373877541,0.22183299999767314,item=game_0008,completed
FeedRenderCells,0xdd,27.373955208,27.373975416,0.020207999998689274,,completed
WebPoolReconcile,0xde,27.652731625,27.6533465,0.6148750000001257,current=game_0010 eligible=game_0010,completed
WebLoadToReady,0xdf,27.65284175,30.390986791,2738.1450409999993,item=game_0010 role=current slot=0,reset or cancelled
FeedRenderCells,0xe0,27.653142291,27.653343958,0.20166699999890625,,completed
FeedRenderCells,0xe1,27.677757208,27.677792041,0.03483300000084455,,completed
FeedDrag,0xe2,28.198348541,28.323314291,124.96574999999766,item=game_0010,drag ended
WebPoolReconcile,0xe3,28.198636541,28.1987275,0.09095900000133383,current=game_0010 eligible=none,completed
FeedRenderCells,0xe4,28.198700041,28.198725791,0.02575000000248906,,completed
FeedDeceleration,0xe5,28.323317333,28.656759125,333.4417920000021,,settled
FeedSettle,0xe6,28.6567625,28.656991083,0.2285830000019473,,completed
FeedAssignWindow,0xe7,28.656773416,28.656878,0.10458399999890844,item=game_0012,completed
FeedRenderCells,0xe8,28.656836166,28.656873375,0.037208999998483705,,completed
WebPoolReconcile,0xe9,28.657227041,28.657515708,0.2886669999995206,current=game_0012 eligible=game_0012,completed
WebSlotReset,0xea,28.657236916,28.65742475,0.18783400000188522,item=game_0009,completed
FeedRenderCells,0xeb,28.657494083,28.657514208,0.02012499999892725,,completed
WebPoolReconcile,0xec,29.201662333,29.202356541,0.6942079999987527,current=game_0012 eligible=game_0012,completed
WebLoadToReady,0xed,29.201773,32.341477333,3139.704333000001,item=game_0012 role=current slot=1,reset or cancelled
FeedRenderCells,0xee,29.202068375,29.202353416,0.2850410000014847,,completed
FeedRenderCells,0xef,29.21154075,29.211572875,0.03212500000060459,,completed
WebPoolReconcile,0xf0,29.235759875,29.236148208,0.388333000000074,current=game_0012 eligible=game_0012,completed
WebLoadToReady,0xf1,29.235860083,33.607979708,4372.119625000003,item=game_0013 role=adjacent slot=2,reset or cancelled
FeedRenderCells,0xf2,29.236118416,29.236146416,0.02800000000036107,,completed
FeedRenderCells,0xf3,29.265766541,29.265790041,0.023499999997511622,,completed
FeedDrag,0xf4,29.965424291,30.065543791,100.11949999999814,item=game_0012,drag ended
WebPoolReconcile,0xf5,29.965765541,29.965866041,0.10050000000205728,current=game_0012 eligible=none,completed
FeedRenderCells,0xf6,29.965835291,29.965864166,0.028874999998151907,,completed
FeedDeceleration,0xf7,30.065547333,30.39037675,324.82941700000015,,settled
FeedSettle,0xf8,30.390380375,30.390600541,0.2201660000018535,,completed
FeedAssignWindow,0xf9,30.390391541,30.390498833,0.1072919999991484,item=game_0013,completed
FeedRenderCells,0xfa,30.390454916,30.390493958,0.03904200000093283,,completed
WebPoolReconcile,0xfb,30.390856375,30.39119825,0.341875000000158,current=game_0013 eligible=game_0013,completed
WebSlotReset,0xfc,30.390875625,30.391090208,0.21458300000176678,item=game_0010,completed
FeedRenderCells,0xfd,30.39117525,30.391196583,0.021332999999401636,,completed
FeedDrag,0xfe,31.882366166,32.007233958,124.86779199999987,item=game_0013,drag ended
WebPoolReconcile,0xff,31.88266575,31.88276375,0.09799999999771103,current=game_0013 eligible=none,completed
FeedRenderCells,0x100,31.882734583,31.882762083,0.027499999998070734,,completed
FeedDeceleration,0x101,32.00723725,32.34070375,333.4665000000001,,settled
FeedSettle,0x102,32.340707458,32.341080583,0.3731250000029718,,completed
FeedAssignWindow,0x103,32.340720708,32.340866458,0.14575000000149885,item=game_0014,completed
FeedRenderCells,0x104,32.340804833,32.340861333,0.05649999999945976,,completed
WebPoolReconcile,0x105,32.341349166,32.341691166,0.3419999999962897,current=game_0014 eligible=game_0014,completed
WebSlotReset,0x106,32.341360083,32.341579666,0.21958300000335385,item=game_0012,completed
FeedRenderCells,0x107,32.341666375,32.3416895,0.023124999998458406,,completed
WebPoolReconcile,0x108,33.045096041,33.045724916,0.6288749999967536,current=game_0014 eligible=game_0014,completed
WebLoadToReady,0x109,33.045202333,34.875020708,1829.818375000002,item=game_0014 role=current slot=1,reset or cancelled
FeedRenderCells,0x10a,33.045512333,33.045722333,0.21000000000270802,,completed
FeedRenderCells,0x10b,33.057588541,33.057610666,0.022125000000983164,,completed
FeedDrag,0x10c,33.182604208,33.274151083,91.5468749999988,item=game_0014,drag ended
WebPoolReconcile,0x10d,33.182898708,33.182995416,0.09670799999383917,current=game_0014 eligible=none,completed
FeedRenderCells,0x10e,33.182968708,33.182993625,0.024917000004620604,,completed
FeedDeceleration,0x10f,33.274154791,33.607448833,333.29404199999857,,settled
FeedSettle,0x110,33.607452583,33.607670625,0.2180420000001959,,completed
FeedAssignWindow,0x111,33.60746475,33.607569583,0.10483300000174722,item=game_0015,completed
FeedRenderCells,0x112,33.60753425,33.607564458,0.030207999998310697,,completed
WebPoolReconcile,0x113,33.607867416,33.60818575,0.31833399999925405,current=game_0015 eligible=game_0015,completed
WebSlotReset,0x114,33.607878416,33.608080291,0.2018750000019054,item=game_0013,completed
FeedRenderCells,0x115,33.60816325,33.608184208,0.02095800000034842,,completed
WebPoolReconcile,0x116,34.095450666,34.096054208,0.6035420000003455,current=game_0015 eligible=game_0015,completed
WebLoadToReady,0x117,34.095548958,36.058644125,1963.0951669999988,item=game_0015 role=current slot=2,reset or cancelled
FeedRenderCells,0x118,34.095839916,34.096051583,0.21166699999497496,,completed
FeedRenderCells,0x119,34.110972666,34.111025291,0.05262499999503234,,completed
FeedDrag,0x11a,34.44950575,34.549372541,99.86679099999662,item=game_0015,drag ended
WebPoolReconcile,0x11b,34.449826958,34.449945916,0.11895799999450674,current=game_0015 eligible=none,completed
FeedRenderCells,0x11c,34.449913666,34.449943958,0.03029199999815546,,completed
FeedDeceleration,0x11d,34.549376125,34.87440125,325.02512499999625,,settled
FeedSettle,0x11e,34.87440475,34.874656208,0.2514580000010369,,completed
FeedAssignWindow,0x11f,34.874415541,34.874537416,0.12187500000493401,item=game_0016,completed
FeedRenderCells,0x120,34.874479458,34.874517416,0.03795800000006011,,completed
WebPoolReconcile,0x121,34.874900083,34.875219625,0.31954199999972843,current=game_0016 eligible=game_0016,completed
WebSlotReset,0x122,34.874909458,34.875121083,0.21162500000571072,item=game_0014,completed
FeedRenderCells,0x123,34.875199041,34.875217958,0.018916999998452866,,completed
FeedFilter,0x124,34.875236958,34.875251041,0.014082999996389844,count=20,completed
FeedFilter,0x125,34.875283666,34.87529475,0.011084000000494143,count=20,completed
FeedFilter,0x126,34.875306083,34.875316166,0.010082999999383446,count=20,completed
FeedPageLoad,0x127,34.875327083,35.264924041,389.5969579999985,page=2 generation=3 attempt=0,completed
WebPoolReconcile,0x128,34.94284125,34.94339275,0.5515000000002601,current=game_0016 eligible=game_0016,completed
WebLoadToReady,0x129,34.942931916,37.342081875,2399.149958999999,item=game_0016 role=current slot=1,reset or cancelled
FeedRenderCells,0x12a,34.943217791,34.943390708,0.17291700000043875,,completed
FeedRenderCells,0x12b,34.960664291,34.960708833,0.044541999997704806,,completed
FeedFilter,0x12c,35.264848083,35.264866166,0.01808300000050167,count=30,completed
FeedFilter,0x12d,35.264933666,35.264948875,0.015209000004290374,count=30,completed
FeedSnapshot,0x12e,35.265417541,35.268144916,2.727374999999199,old=16 new=25 revision=3,completed
WebPoolReconcile,0x12f,35.267588541,35.267741583,0.1530420000008803,current=game_0016 eligible=none,completed
FeedRenderCells,0x130,35.267713958,35.267739791,0.025832999995145656,,completed
FeedAssignWindow,0x131,35.2679335,35.268061666,0.12816600000320477,item=game_0016,completed
FeedRenderCells,0x132,35.268027583,35.26805525,0.02766700000478295,,completed
WebPoolReconcile,0x133,35.268200666,35.26827275,0.07208400000280335,current=game_0016 eligible=game_0016,completed
FeedRenderCells,0x134,35.268258583,35.268271208,0.012625000003652076,,completed
FeedDrag,0x135,35.649690541,35.732885916,83.19537500000251,item=game_0016,drag ended
WebPoolReconcile,0x136,35.649992833,35.650101583,0.10875000000254431,current=game_0016 eligible=none,completed
FeedRenderCells,0x137,35.650071791,35.650099791,0.02800000000036107,,completed
FeedDeceleration,0x138,35.732889625,36.058044583,325.1549579999988,,settled
FeedSettle,0x139,36.058048,36.058267708,0.21970800000303825,,completed
FeedAssignWindow,0x13a,36.058059,36.058173166,0.11416600000302424,item=game_0017,completed
FeedRenderCells,0x13b,36.058131,36.05816775,0.036749999999585725,,completed
WebPoolReconcile,0x13c,36.058523083,36.058805916,0.28283299999998235,current=game_0017 eligible=game_0017,completed
WebSlotReset,0x13d,36.05853225,36.058714333,0.18208299999855626,item=game_0015,completed
FeedRenderCells,0x13e,36.058788958,36.058804416,0.01545800000002373,,completed
WebPoolReconcile,0x13f,36.286314125,36.286888291,0.5741659999998205,current=game_0017 eligible=game_0017,completed
WebLoadToReady,0x140,36.286410166,38.525445458,2239.035291999997,item=game_0017 role=current slot=2,reset or cancelled
FeedRenderCells,0x141,36.286685833,36.286885916,0.20008300000284862,,completed
FeedRenderCells,0x142,36.297122875,36.297161041,0.03816600000305925,,completed
FeedDrag,0x143,36.933180833,37.016502416,83.32158300000003,item=game_0017,drag ended
WebPoolReconcile,0x144,36.933490291,36.933599375,0.10908400000175789,current=game_0017 eligible=none,completed
FeedRenderCells,0x145,36.933568166,36.933597541,0.029374999996889528,,completed
FeedDeceleration,0x146,37.016506041,37.3414725,324.9664590000023,,settled
FeedSettle,0x147,37.341476083,37.341710125,0.23404199999532693,,completed
FeedAssignWindow,0x148,37.341488041,37.341608291,0.12025000000193131,item=game_0019,completed
FeedRenderCells,0x149,37.341563541,37.341602041,0.03850000000227283,,completed
WebPoolReconcile,0x14a,37.341959458,37.342302833,0.3433749999999236,current=game_0019 eligible=game_0019,completed
WebSlotReset,0x14b,37.341969458,37.342196166,0.2267079999995758,item=game_0016,completed
FeedRenderCells,0x14c,37.342282208,37.34230125,0.01904199999813727,,completed
WebPoolReconcile,0x14d,37.48569175,37.486211791,0.5200410000014699,current=game_0019 eligible=game_0019,completed
WebLoadToReady,0x14e,37.48578275,39.825664333,2339.8815830000003,item=game_0019 role=current slot=1,reset or cancelled
FeedRenderCells,0x14f,37.486037416,37.486209916,0.17249999999791044,,completed
FeedRenderCells,0x150,37.494768416,37.494804541,0.0361250000011637,,completed
FeedDrag,0x151,38.100022166,38.191760791,91.73862499999785,item=game_0019,drag ended
WebPoolReconcile,0x152,38.100324333,38.100426833,0.10249999999700776,current=game_0019 eligible=none,completed
FeedRenderCells,0x153,38.100398,38.100425208,0.027207999998779542,,completed
FeedDeceleration,0x154,38.191765041,38.524917041,333.15200000000544,,settled
FeedSettle,0x155,38.524920708,38.525161833,0.24112499999517922,,completed
FeedAssignWindow,0x156,38.524932375,38.525052916,0.12054100000113976,item=game_0020,completed
FeedRenderCells,0x157,38.525016208,38.525046541,0.03033300000510053,,completed
WebPoolReconcile,0x158,38.525327208,38.52566225,0.33504200000322726,current=game_0020 eligible=game_0020,completed
WebSlotReset,0x159,38.525337958,38.525551541,0.2135829999971861,item=game_0017,completed
FeedRenderCells,0x15a,38.52564125,38.525660666,0.01941600000066046,,completed
WebPoolReconcile,0x15b,38.814966791,38.815470375,0.5035839999933955,current=game_0020 eligible=game_0020,completed
WebLoadToReady,0x15c,38.815063916,41.342660666,2527.5967500000006,item=game_0020 role=current slot=2,reset or cancelled
FeedRenderCells,0x15d,38.815296041,38.815468291,0.17224999999854163,,completed
FeedRenderCells,0x15e,38.834048083,38.83408225,0.03416700000258288,,completed
WebPoolReconcile,0x15f,39.225981916,39.226365958,0.3840420000003064,current=game_0020 eligible=game_0020,completed
WebLoadToReady,0x160,39.226080375,43.209672083,3983.5917079999986,item=game_0021 role=adjacent slot=0,reset or cancelled
FeedRenderCells,0x161,39.226336083,39.226364083,0.02800000000036107,,completed
FeedRenderCells,0x162,39.235101333,39.235129,0.02766699999767752,,completed
FeedDrag,0x163,39.400347916,39.4835065,83.15858399999598,item=game_0020,drag ended
WebPoolReconcile,0x164,39.400633208,39.400738041,0.1048329999946418,current=game_0020 eligible=none,completed
FeedRenderCells,0x165,39.40071,39.40073625,0.026250000004779395,,completed
FeedDeceleration,0x166,39.483509541,39.825178625,341.66908400000295,,settled
FeedSettle,0x167,39.825182083,39.825393,0.21091699999686853,,completed
FeedAssignWindow,0x168,39.825193083,39.825300166,0.10708299999606652,item=game_0021,completed
FeedRenderCells,0x169,39.82526075,39.825294041,0.03329100000115659,,completed
WebPoolReconcile,0x16a,39.825584875,39.82582225,0.23737500000464706,current=game_0021 eligible=game_0021,completed
WebSlotReset,0x16b,39.825592458,39.825743375,0.15091699999914,item=game_0019,completed
FeedRenderCells,0x16c,39.82580975,39.825820875,0.011125000000333785,,completed
WebPoolReconcile,0x16d,40.171721958,40.172067541,0.34558299999787323,current=game_0021 eligible=game_0021,completed
WebLoadToReady,0x16e,40.171814375,47.794363041,7622.548666000001,item=game_0022 role=adjacent slot=1,reset or cancelled
FeedRenderCells,0x16f,40.172038666,40.172065791,0.027125000002570232,,completed
FeedRenderCells,0x170,40.185803208,40.185829,0.025791999995306014,,completed
FeedDrag,0x171,40.917138666,41.01721,100.07133399999901,item=game_0021,drag ended
WebPoolReconcile,0x172,40.91740825,40.917501791,0.09354099999825394,current=game_0021 eligible=none,completed
FeedRenderCells,0x173,40.917476541,40.917500208,0.023667000000671123,,completed
FeedDeceleration,0x174,41.017214666,41.3421415,324.9268339999958,,settled
FeedSettle,0x175,41.342144208,41.342350416,0.20620800000159534,,completed
FeedAssignWindow,0x176,41.342153916,41.3422585,0.10458399999890844,item=game_0022,completed
FeedRenderCells,0x177,41.342219416,41.342252208,0.032791999998948995,,completed
