time_s,event_type,name,signpost_id,message,process,thread
42.123767083,Begin,WebLoadToReady,0x17c,item=game_0023 role=adjacent slot=2,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.124005416,Begin,FeedRenderCells,0x17d,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.124032208,End,FeedRenderCells,0x17d,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.124034083,End,WebPoolReconcile,0x17b,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.140671125,Begin,FeedRenderCells,0x17e,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.140698958,End,FeedRenderCells,0x17e,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.270099916,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0023,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.80081175,Begin,FeedDrag,0x17f,item=game_0022,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.800832541,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.801109625,Begin,WebPoolReconcile,0x180,current=game_0022 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.801181541,Begin,FeedRenderCells,0x181,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.801208833,End,FeedRenderCells,0x181,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.8012105,End,WebPoolReconcile,0x180,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.875769875,End,FeedDrag,0x17f,drag ended,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
42.875773333,Begin,FeedDeceleration,0x182,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209120208,End,FeedDeceleration,0x182,settled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209123541,Begin,FeedSettle,0x183,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209132416,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=19 item=game_0023,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.20913425,Begin,FeedAssignWindow,0x184,item=game_0023,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209206166,Begin,FeedRenderCells,0x185,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.20924225,End,FeedRenderCells,0x185,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209248875,End,FeedAssignWindow,0x184,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209266666,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0023,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209348333,End,FeedSettle,0x183,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209564708,Begin,WebPoolReconcile,0x186,current=game_0023 eligible=game_0023,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.20957325,Begin,WebSlotReset,0x187,item=game_0021,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209672083,End,WebLoadToReady,0x160,reset or cancelled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209756791,End,WebSlotReset,0x187,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209836583,Begin,FeedRenderCells,0x188,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209854875,End,FeedRenderCells,0x188,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.209856458,End,WebPoolReconcile,0x186,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.542977083,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.547861833,Begin,WebPoolReconcile,0x189,current=game_0023 eligible=game_0023,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.547950083,Begin,WebLoadToReady,0x18a,item=game_0024 role=adjacent slot=0,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.548190041,Begin,FeedRenderCells,0x18b,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.548215375,End,FeedRenderCells,0x18b,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.548217083,End,WebPoolReconcile,0x189,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.562103541,Begin,FeedRenderCells,0x18c,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.562130791,End,FeedRenderCells,0x18c,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
43.703159375,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0024,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.393356083,Begin,FeedDrag,0x18d,item=game_0023,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.393376458,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.393750958,Begin,WebPoolReconcile,0x18e,current=game_0023 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.393829833,Begin,FeedRenderCells,0x18f,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.393859916,End,FeedRenderCells,0x18f,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.393861708,End,WebPoolReconcile,0x18e,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.459968291,End,FeedDrag,0x18d,drag ended,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.459971791,Begin,FeedDeceleration,0x190,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.793407416,End,FeedDeceleration,0x190,settled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.79341075,Begin,FeedSettle,0x191,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.793418708,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=20 item=game_0024,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.793420416,Begin,FeedAssignWindow,0x192,item=game_0024,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.793494125,Begin,FeedRenderCells,0x193,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.793532541,End,FeedRenderCells,0x193,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.793539916,End,FeedAssignWindow,0x192,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.793558833,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0024,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.793641041,End,FeedSettle,0x191,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.79420325,Begin,WebPoolReconcile,0x194,current=game_0024 eligible=game_0024,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.794214333,Begin,WebSlotReset,0x195,item=game_0022,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.794363041,End,WebLoadToReady,0x16e,reset or cancelled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.79448325,End,WebSlotReset,0x195,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.794583958,Begin,FeedRenderCells,0x196,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.794604458,End,FeedRenderCells,0x196,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.794606,End,WebPoolReconcile,0x194,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.963907458,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.970287708,Begin,WebPoolReconcile,0x197,current=game_0024 eligible=game_0024,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.97038,Begin,WebLoadToReady,0x198,item=game_0026 role=adjacent slot=1,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.970627208,Begin,FeedRenderCells,0x199,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.970653416,End,FeedRenderCells,0x199,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.970655166,End,WebPoolReconcile,0x197,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.985259291,Begin,FeedRenderCells,0x19a,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
47.985286666,End,FeedRenderCells,0x19a,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
48.129313791,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0026,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.252752125,Begin,FeedDrag,0x19b,item=game_0024,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.25277325,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.253431,Begin,WebPoolReconcile,0x19c,current=game_0024 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.2535065,Begin,FeedRenderCells,0x19d,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.2535365,End,FeedRenderCells,0x19d,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.253538208,End,WebPoolReconcile,0x19c,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.318564708,End,FeedDrag,0x19b,drag ended,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.318568083,Begin,FeedDeceleration,0x19e,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660232291,End,FeedDeceleration,0x19e,settled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660236041,Begin,FeedSettle,0x19f,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660245208,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=21 item=game_0026,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660247208,Begin,FeedAssignWindow,0x1a0,item=game_0026,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660325208,Begin,FeedRenderCells,0x1a1,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660362166,End,FeedRenderCells,0x1a1,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660369666,End,FeedAssignWindow,0x1a0,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660388416,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0026,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660471208,End,FeedSettle,0x19f,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660707291,Begin,WebPoolReconcile,0x1a2,current=game_0026 eligible=game_0026,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660718458,Begin,WebSlotReset,0x1a3,item=game_0023,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660820166,End,WebLoadToReady,0x17c,reset or cancelled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660912166,End,WebSlotReset,0x1a3,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.660996083,Begin,FeedRenderCells,0x1a4,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.661018125,End,FeedRenderCells,0x1a4,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
49.661019708,End,WebPoolReconcile,0x1a2,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.369064291,Begin,FeedDrag,0x1a5,item=game_0026,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.369084916,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.369316875,Begin,WebPoolReconcile,0x1a6,current=game_0026 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.369387291,Begin,FeedRenderCells,0x1a7,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.36941625,End,FeedRenderCells,0x1a7,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.369418291,End,WebPoolReconcile,0x1a6,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.428813583,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.432892416,Begin,WebPoolReconcile,0x1a8,current=game_0026 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.432959708,Begin,WebLoadToReady,0x1a9,item=game_0027 role=adjacent slot=2,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.433134625,Begin,FeedRenderCells,0x1aa,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.433261,End,FeedRenderCells,0x1aa,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.43326225,End,WebPoolReconcile,0x1a8,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.441923458,Begin,FeedRenderCells,0x1ab,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.441960041,End,FeedRenderCells,0x1ab,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.468720291,End,FeedDrag,0x1a5,drag ended,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.468730958,Begin,FeedDeceleration,0x1ac,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.593505041,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0027,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.793745625,End,FeedDeceleration,0x1ac,settled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.79374925,Begin,FeedSettle,0x1ad,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.793759083,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=22 item=game_0027,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.793760875,Begin,FeedAssignWindow,0x1ae,item=game_0027,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.793837375,Begin,FeedRenderCells,0x1af,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.793877333,End,FeedRenderCells,0x1af,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.79389875,End,FeedAssignWindow,0x1ae,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.793917083,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0027,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794007041,End,FeedSettle,0x1ad,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794268083,Begin,WebPoolReconcile,0x1b0,current=game_0027 eligible=game_0027,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794276583,Begin,WebSlotReset,0x1b1,item=game_0024,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794390625,End,WebLoadToReady,0x18a,reset or cancelled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794487458,End,WebSlotReset,0x1b1,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794582791,Begin,FeedRenderCells,0x1b2,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794603625,End,FeedRenderCells,0x1b2,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794605166,End,WebPoolReconcile,0x1b0,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794622791,Begin,FeedFilter,0x1b3,count=30,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794640791,End,FeedFilter,0x1b3,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794672208,Begin,FeedFilter,0x1b4,count=30,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.79468675,End,FeedFilter,0x1b4,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794696625,Begin,FeedFilter,0x1b5,count=30,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.79471025,End,FeedFilter,0x1b5,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
50.794720416,Begin,FeedPageLoad,0x1b6,page=3 generation=4 attempt=0,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.176086208,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.181782708,Begin,WebPoolReconcile,0x1b7,current=game_0027 eligible=game_0027,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.181876041,Begin,WebLoadToReady,0x1b8,item=game_0028 role=adjacent slot=0,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.182110708,Begin,FeedRenderCells,0x1b9,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.182137041,End,FeedRenderCells,0x1b9,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.182138875,End,WebPoolReconcile,0x1b7,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.192478416,Begin,FeedRenderCells,0x1ba,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.192505,End,FeedRenderCells,0x1ba,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.276844458,Event,FeedPageReceived,OS_SIGNPOST_ID_EXCLUSIVE,page=3 count=10,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.276896083,Begin,FeedFilter,0x1bb,count=40,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.276915708,End,FeedFilter,0x1bb,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.276962166,End,FeedPageLoad,0x1b6,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.276965833,Begin,FeedFilter,0x1bc,count=40,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.276983041,End,FeedFilter,0x1bc,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.277367625,Begin,FeedSnapshot,0x1bd,old=25 new=33 revision=4,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.277387916,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.278450541,Begin,WebPoolReconcile,0x1be,current=game_0027 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.278552208,Begin,FeedRenderCells,0x1bf,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.2785735,End,FeedRenderCells,0x1bf,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.278575333,End,WebPoolReconcile,0x1be,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.2787655,Begin,FeedAssignWindow,0x1c0,item=game_0027,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.278818291,Begin,FeedRenderCells,0x1c1,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.278828791,End,FeedRenderCells,0x1c1,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.278835458,End,FeedAssignWindow,0x1c0,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.278850625,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0027,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.27889425,End,FeedSnapshot,0x1bd,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.278907916,Begin,WebPoolReconcile,0x1c2,current=game_0027 eligible=game_0027,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.278954083,Begin,FeedRenderCells,0x1c3,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.278962125,End,FeedRenderCells,0x1c3,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.278963375,End,WebPoolReconcile,0x1c2,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
51.342276791,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0028,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
