time_s,event_type,name,signpost_id,message,process,thread
16.346362583,Begin,FeedDrag,0x3a,item=game_0003,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.34637975,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.346687583,Begin,WebPoolReconcile,0x3b,current=game_0003 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.346738166,Begin,FeedRenderCells,0x3c,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.346760416,End,FeedRenderCells,0x3c,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.346762083,End,WebPoolReconcile,0x3b,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.396309083,End,FeedDrag,0x3a,drag ended,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.396312333,Begin,FeedDeceleration,0x3d,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.737963958,End,FeedDeceleration,0x3d,settled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.737965833,Begin,FeedSettle,0x3e,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.737972333,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=1 item=game_0001,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.7379735,Begin,FeedAssignWindow,0x3f,item=game_0001,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738005291,Begin,FeedRenderCells,0x40,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738024625,End,FeedRenderCells,0x40,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738025791,End,FeedAssignWindow,0x3f,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738031625,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0001,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738083958,End,FeedSettle,0x3e,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738312333,Begin,WebPoolReconcile,0x41,current=game_0001 eligible=game_0001,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738321375,Begin,WebSlotReset,0x42,item=game_0005,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738436666,End,WebLoadToReady,0x37,reset or cancelled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738514291,End,WebSlotReset,0x42,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738535541,Begin,WebPlayJS,0x43,item=game_0001,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.73876375,End,WebPlayJS,0x43,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738939958,Begin,FeedRenderCells,0x44,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738966166,End,FeedRenderCells,0x44,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
16.738967666,End,WebPoolReconcile,0x41,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.046616625,Begin,FeedDrag,0x45,item=game_0001,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.046628833,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.046934291,Begin,WebPoolReconcile,0x46,current=game_0001 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.046939958,Begin,WebPauseJS,0x47,item=game_0001,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.048527833,End,WebPauseJS,0x47,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.048570291,Begin,FeedRenderCells,0x48,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.048587541,End,FeedRenderCells,0x48,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.048588416,End,WebPoolReconcile,0x46,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.088239958,End,FeedDrag,0x45,drag ended,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.088242583,Begin,FeedDeceleration,0x49,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.421488875,End,FeedDeceleration,0x49,settled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.421492,Begin,FeedSettle,0x4a,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.421500833,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=2 item=game_0003,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.421502583,Begin,FeedAssignWindow,0x4b,item=game_0003,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.4215485,Begin,FeedRenderCells,0x4c,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.421579916,End,FeedRenderCells,0x4c,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.421582541,End,FeedAssignWindow,0x4b,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.421592666,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0003,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.42166525,End,FeedSettle,0x4a,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.421911291,Begin,WebPoolReconcile,0x4d,current=game_0003 eligible=game_0003,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.421941958,Begin,FeedRenderCells,0x4e,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.42195325,End,FeedRenderCells,0x4e,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.421954083,End,WebPoolReconcile,0x4d,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.996728041,Begin,FeedDrag,0x4f,item=game_0003,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.996741416,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.99701675,Begin,WebPoolReconcile,0x50,current=game_0003 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.997051125,Begin,FeedRenderCells,0x51,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.997066125,End,FeedRenderCells,0x51,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
17.997067,End,WebPoolReconcile,0x50,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.038278291,End,FeedDrag,0x4f,drag ended,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.038281166,Begin,FeedDeceleration,0x52,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.371636791,End,FeedDeceleration,0x52,settled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.371640083,Begin,FeedSettle,0x53,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.371648291,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=3 item=game_0005,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.371650166,Begin,FeedAssignWindow,0x54,item=game_0005,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.371697416,Begin,FeedRenderCells,0x55,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.37173575,End,FeedRenderCells,0x55,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.371739,End,FeedAssignWindow,0x54,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.371750166,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0005,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.3718355,End,FeedSettle,0x53,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.372053375,Begin,WebPoolReconcile,0x56,current=game_0005 eligible=game_0005,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.372061958,Begin,WebSlotReset,0x57,item=game_0001,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.372180875,End,WebSlotReset,0x57,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.3722615,Begin,FeedRenderCells,0x58,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.372284,End,FeedRenderCells,0x58,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.372286125,End,WebPoolReconcile,0x56,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.46458,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.469871833,Begin,WebPoolReconcile,0x59,current=game_0005 eligible=game_0005,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.469939666,Begin,WebLoadToReady,0x5a,item=game_0005 role=current slot=1,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.470119958,Begin,FeedRenderCells,0x5b,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.47024025,End,FeedRenderCells,0x5b,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.4702415,End,WebPoolReconcile,0x59,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.48546175,Begin,FeedRenderCells,0x5c,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.4854945,End,FeedRenderCells,0x5c,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.613769541,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0005,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.896819583,Begin,FeedDrag,0x5d,item=game_0005,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.896833666,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.897113,Begin,WebPoolReconcile,0x5e,current=game_0005 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.897170916,Begin,FeedRenderCells,0x5f,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.897197333,End,FeedRenderCells,0x5f,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.897198916,End,WebPoolReconcile,0x5e,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.93839475,End,FeedDrag,0x5d,drag ended,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
18.938397791,Begin,FeedDeceleration,0x60,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.271834708,End,FeedDeceleration,0x60,settled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.271838291,Begin,FeedSettle,0x61,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.271846791,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=4 item=game_0006,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.271848625,Begin,FeedAssignWindow,0x62,item=game_0006,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.271904416,Begin,FeedRenderCells,0x63,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.271942208,End,FeedRenderCells,0x63,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.271945833,End,FeedAssignWindow,0x62,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.271958291,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0006,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.27205475,End,FeedSettle,0x61,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.272298458,Begin,WebPoolReconcile,0x64,current=game_0006 eligible=game_0006,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.272308125,Begin,WebSlotReset,0x65,item=game_0003,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.27240425,End,WebLoadToReady,0x27,reset or cancelled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.272508208,End,WebSlotReset,0x65,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.272585916,Begin,FeedRenderCells,0x66,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.27260175,End,FeedRenderCells,0x66,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.27260325,End,WebPoolReconcile,0x64,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.897059166,Begin,FeedDrag,0x67,item=game_0006,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.897072875,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.89735875,Begin,WebPoolReconcile,0x68,current=game_0006 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.897429083,Begin,FeedRenderCells,0x69,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.897454625,End,FeedRenderCells,0x69,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.8974565,End,WebPoolReconcile,0x68,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.946904791,End,FeedDrag,0x67,drag ended,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
19.946908041,Begin,FeedDeceleration,0x6a,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.28860575,End,FeedDeceleration,0x6a,settled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.28860975,Begin,FeedSettle,0x6b,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.2886195,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=5 item=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.288621458,Begin,FeedAssignWindow,0x6c,item=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.288675083,Begin,FeedRenderCells,0x6d,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.288710708,End,FeedRenderCells,0x6d,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.288732333,End,FeedAssignWindow,0x6c,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.288744791,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.288829,End,FeedSettle,0x6b,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.289065166,Begin,WebPoolReconcile,0x6e,current=game_0007 eligible=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.289074708,Begin,WebSlotReset,0x6f,item=game_0005,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.2891855,End,WebLoadToReady,0x5a,reset or cancelled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.289282333,End,WebSlotReset,0x6f,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.289346458,Begin,FeedRenderCells,0x70,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.289364375,End,FeedRenderCells,0x70,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.289365916,End,WebPoolReconcile,0x6e,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.289383166,Begin,FeedFilter,0x71,count=10,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.2893925,End,FeedFilter,0x71,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.289423875,Begin,FeedFilter,0x72,count=10,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.289430708,End,FeedFilter,0x72,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.28944025,Begin,FeedFilter,0x73,count=10,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.2894465,End,FeedFilter,0x73,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.289456291,Begin,FeedPageLoad,0x74,page=1 generation=2 attempt=0,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.697098875,Begin,FeedDrag,0x75,item=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.697112708,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.697394958,Begin,WebPoolReconcile,0x76,current=game_0007 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.69744925,Begin,FeedRenderCells,0x77,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.697474416,End,FeedRenderCells,0x77,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.697476166,End,WebPoolReconcile,0x76,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.727894291,Event,FeedPageReceived,OS_SIGNPOST_ID_EXCLUSIVE,page=1 count=10,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.727929875,Begin,FeedFilter,0x78,count=20,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.727942041,End,FeedFilter,0x78,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.727984125,End,FeedPageLoad,0x74,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.727988291,Begin,FeedFilter,0x79,count=20,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.728001833,End,FeedFilter,0x79,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.728379333,Begin,FeedSnapshot,0x7a,old=8 new=16 revision=2,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.73181825,Begin,WebPoolReconcile,0x7b,current=game_0007 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.7318695,Begin,FeedRenderCells,0x7c,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.731882583,End,FeedRenderCells,0x7c,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.7318835,End,WebPoolReconcile,0x7b,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.731992916,End,FeedSnapshot,0x7a,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.738730833,End,FeedDrag,0x75,drag ended,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.738734458,Begin,FeedSettle,0x7d,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.738741625,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=5 item=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.738757875,Begin,FeedAssignWindow,0x7e,item=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.738814666,Begin,FeedRenderCells,0x7f,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.738836083,End,FeedRenderCells,0x7f,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.738839666,End,FeedAssignWindow,0x7e,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.738850875,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.738936916,End,FeedSettle,0x7d,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.739149416,Begin,WebPoolReconcile,0x80,current=game_0007 eligible=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.739196833,Begin,FeedRenderCells,0x81,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.73921075,End,FeedRenderCells,0x81,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.73921225,End,WebPoolReconcile,0x80,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.84995425,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.856248625,Begin,WebPoolReconcile,0x82,current=game_0007 eligible=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.85634125,Begin,WebLoadToReady,0x83,item=game_0007 role=current slot=1,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.856613416,Begin,FeedRenderCells,0x84,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.856798791,End,FeedRenderCells,0x84,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.856800708,End,WebPoolReconcile,0x82,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.880718041,Begin,FeedRenderCells,0x85,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
20.880750958,End,FeedRenderCells,0x85,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
21.100737125,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
21.664051166,Begin,FeedDrag,0x86,item=game_0007,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
21.664068875,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
21.66437675,Begin,WebPoolReconcile,0x87,current=game_0007 eligible=none,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
21.664446166,Begin,FeedRenderCells,0x88,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
21.664475291,End,FeedRenderCells,0x88,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
21.664477041,End,WebPoolReconcile,0x87,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
21.705534541,End,FeedDrag,0x86,drag ended,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
21.705537958,Begin,FeedDeceleration,0x89,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055493708,End,FeedDeceleration,0x89,settled,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055497208,Begin,FeedSettle,0x8a,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055506541,Event,FeedCurrentItem,OS_SIGNPOST_ID_EXCLUSIVE,index=6 item=game_0008,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055508541,Begin,FeedAssignWindow,0x8b,item=game_0008,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055575,Begin,FeedRenderCells,0x8c,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055604166,End,FeedRenderCells,0x8c,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055608041,End,FeedAssignWindow,0x8b,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.05562225,Event,FeedEligibility,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0008,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055704916,End,FeedSettle,0x8a,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055908666,Begin,WebPoolReconcile,0x8d,current=game_0008 eligible=game_0008,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055963125,Begin,FeedRenderCells,0x8e,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055979958,End,FeedRenderCells,0x8e,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.055981583,End,WebPoolReconcile,0x8d,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.555647958,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.559489291,Begin,WebPoolReconcile,0x8f,current=game_0008 eligible=game_0008,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.559580208,Begin,WebLoadToReady,0x90,item=game_0008 role=current slot=2,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.559795375,Begin,FeedRenderCells,0x91,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.559962166,End,FeedRenderCells,0x91,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.559964,End,WebPoolReconcile,0x8f,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.574298416,Begin,FeedRenderCells,0x92,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.57431875,End,FeedRenderCells,0x92,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.694990125,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=game_0008,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.897087,Event,WebNavigationCommit,OS_SIGNPOST_ID_EXCLUSIVE,item=blank,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.902645125,Begin,WebPoolReconcile,0x93,current=game_0008 eligible=game_0008,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.902736125,Begin,WebLoadToReady,0x94,item=game_0009 role=adjacent slot=0,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.902963375,Begin,FeedRenderCells,0x95,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.902990083,End,FeedRenderCells,0x95,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.903000416,End,WebPoolReconcile,0x93,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.919708125,Begin,FeedRenderCells,0x96,,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.919734625,End,FeedRenderCells,0x96,completed,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
22.997520458,Begin,FeedDrag,0x97,item=game_0008,Sekai (9781),"Main Thread (0xed277) (Sekai, pid: 9781)"
